code_etab;nom_etab;telephone;e_mail;nom_proprio;nom_directeur;code_type_affiliation;type_affiliation;nif;foko_etab
101010097;EPP ANDRANOMENA;034 97 914 77;eppandranomena@gmail.com;;;;;;1010618
101010098;EPP ANDRAHARO;034 46 511 76;eppandraharo@gmail.com;;;;;;1010617
101010099;EPP ANOSISOA;034 93 107 90;eppanosisoa@gmail.com;;;;;;1010613
101010102;EPP AMBOHIDROA II;034 01 323 64;eppambohidroa2@gmail.com;;;;;;1010608
101010104;EPP AMBODIMITA;034 58 349 48;eppambodimita@gmail.com;;;;;;1010605
101010107;EPP AMBARAVARANKAZO;034 70 685 84;ambaravarankazoepp@gmail.com;;;;;;1010601
101010110;EPP AMBOHIDROA I;034 59 703 32;eppambohidroa1@gmail.com;;;;;;1010608
101010111;EPP ANTSARARAY;034 54 866 67;eppantsararay@gmail.com;;;;;;1010627
101010117;EPP AMPAMANTANANA;034 52 574 22;eppambohibary@gmail.com;;;;;;1010212
101010118;EPP TSARAHONENANA;034 69 639 05;;;;;;;1010527
101010135;EPP ANTANIMENA II;034 10 162 52;antanimena2epp@gmail.com;;;;;;1010620
101010136;EPP AMBOHITSOA;034 74 812 54;ambohitsoa@gmail.com;;;;;;1010210
101050001;EPP MANARAPENITRA SOAMANDRAKIZAY;034 95 961 61;eppmanarapenitrasoa62@yahoo.com;;;;;;1010514
101010028;CEG AVARADROVA;034 00 000 00;;;;;;;1010222
101010038;CEG AMBOHIPO;034 37 479 88;cegambohipo@gmail.com;;;;;;1010207
101010045;CEG ANTANIMENA;034 20 445 70;1cegantanimena@gmail.com;;;;;;1010319
101010054;CEG AVARADOHA;033 11 223 37;cegavaradoha@gmail.com;;;;;;1010304
101010056;CEG TSIMBAZAZA;034 05 863 79;tsimbazaza.ceg@gmail.com;;;;;;1010420
101010075;CEG SOAVIMASOANDRO;034 12 190 52;soavimasoandroceg@gmail.com;;;;;;1010526
101010077;CEG NANISANA;034 17 439 94;fanjatn@gmail.com;;;;;;1010525
101010079;CEG ANALAMAHITSY;034 63 131 21;analamahitsyceg@gmail.com;;;;;;1010514
101010101;CEG AMBOHIMANARINA;034 59 506 93;cegamboma@yahoo.fr;;;;;;1010621
101010149;CEG ANDRANOMENA;034 07 245 14;Cegandranomena@gmail.com;;;;;;1010618
101050002;CEG MANARAPENITRA SOAMANDRAKIZAY;034 46 153 08;dircegmanarapenitrasoa@gmail.com;;;;;;1010514
101010009;LYCEE JEAN JOSEPH RABEARIVELO;034 20 066 05;lyceerabearivelo@gmail.com;;;;;;1010123
101010022;LYCEE GALLIENI ANDOHALO;034 83 078 81;info@lyceeandohalo.mg;;;;;;1010107
101010128;LYCEE MODERNE AMPEFILOHA;034 80 752 19;modernelma@gmail.com;;;;;;1010133
101010134;LYCEE ANALAMAHITSY;034 37 486 65;lyceeanalamahitsy5@gmail.com;;;;;;1010511
101010010;EPP ANALAKELY;034 69 496 68;anal.tanimalalaka@gmail.com;;;;;;1010123
101011936;LYCEE PRIVE JEUNE POUSSE JUNIOR;034 46 282 27;rabemanantsoa.malala@gmail.com;RABEMANANTSOA HOLY MALALA;RABEMANANTSOA HOY MALALA;5;DN/ADVENTISTE;;1010411
101011821;LYCEE PRIVE LES LEADERS GENIES;034 08 401 61;;RAKOTOMALALA VOLOLONIAINA JUSTINE;RAKOTOMALALA VOLOLONIAINA JUSTINE;10;AILE;;1010327
101011857;LYCEE PRIVE GROUPE EDUCATIF LAUREAT;034 52 221 83;;MAURICE ROCKY;MAURICE ROCKY;8;DN/ELM;;1010613
101011315;LYCEE PRIVE MAMPITA SOA FIANATRA;034 25 180 78;rajaobelisonandrianina@gmail.com;RAJAOBELISON ANDRIANINA HARISON TSITOHAINIRINA;RAJAOBELISON ANDRIANINA HARISON TSITOHAINIRINA;8;DN/ELM;4001137296;1010418
101011960;COLLEGE PRIVE SOAMIAFARA;034 98 933 67;;RAFANOMEZANTSOA ANSELME ;RAFANOMEZANTSOA ANSELME;1;DINEC;;1010418
101010004;LYCEE JULES FERRY FARAVOHITRA;034 90 318 82;lycéejulesferry@yahoo.com;;;;;;1010134
101011339;LYCEE PRIVE NY AVANA;034 60 545 94;;RALAITAFIKA Georges;RALAITAFIKA Georges;11;NON AFFILIÉ;;1010404
101011501;ECOLE PRIVEE LES ROSSIGNOLS AMBOHIMANARINA;034 21 438 35;bezahanitralalaina@yahoo.fr;RABEZANAHARY Albert;RAZAKAMANANA NIRINA Steward;8;DN/ELM;;1010623
102200402;LYCEE PRIVE ZOARA;034 18 351 44;raharimampianinaryan@gmail.com;ANDRIAMAMPIANINA Harivelo;ANDRIAMAMPIANINA Harivelo;10;AILE;;1022004
102011001;ECOLE PRIVEE PROTESTANTE FJKM AMBALAVAO;034 25 690 09;;DN/FJKM;RAVOLOLOARIMINO Lydie;2;DN/FJKM;;1020101
102011002;COLLEGE PRIVE CATHOLIQUE SAINT JOSEPH AMBALAVAO;034 75 276 02;;ECAR;RAKOTNIRINA Jean Bonaventure;1;DINEC;;1020101
102011003;ECOLE PRIVEE FANAMBINANA;034 69 074 89;;RAFARAMANDIMBY ;RAFARAMANDIMBY;11;NON AFFILIÉ;;1021702
102011004;COLLEGE PRIVE MIKOLO TSARA;034 46 478 84;;RAZAFINDRAINIBE ARTHUR;HASINIHANTA ZO NANDRIANINA;11;NON AFFILIÉ;;1020109
102011006;LYCEE PRIVE MAHEFASOA;034 12 099 07;nantenainaslfalph@gmai.com;RAVELOMANATSOA BAHOLY;RAVELOMANANTSOA BAHOLY;11;NON AFFILIÉ;;1020101
102011007;COLLEGE PRIVE FJKM MOTRATSIAZO FIDERANA;034 87 187 47;;FJKM MORATSIAZO;RAKOTOJAONA H ARISOA ;2;DN/FJKM;;1020114
102011008;COLLEGE PRIVE LA REUSSITE PLUS;034 79 256 79;;ANDRIAMAHOLISOA REMI DESIRE;RALAIARIMANANA HERIZO JOHN;11;NON AFFILIÉ;;1020109
102011009;ECOLE PRIVEE MANASOA;034 06 249 71;;RANJANIRINARIMANANA VEROHANITRA;RANJANIRINARIMANANA VEROHANITRA;11;NON AFFILIÉ;;1020105
102011011;ECOLE PRIVEE CATHOLIQUE SAINTE THERESE DE L'ENFANT JESUS;034 76 754 03;;ECOLE PRIVEE CATHOLIQUE SAINTE THERESE DE L'ENFANT JESUS;RAKOTOMAVO JACQUE HIPPOLYTE;1;DINEC;;1020107
102021001;COLLEGE CATHOLIQUE NY ANJELY MPIAMBINA;034 29 188 19;;EKAR MANDROSOAKELY;RAKOTOARISON MANAMPISOA JOSEPH ALDO;1;DINEC;;1020205
102021002;CENTRE ASAMA EZAKA;034 22 042 05;;RAKOTONIRINA TOLOTRA FANOMEZANTSOA;RASOARINORO CHRISTINE;11;NON AFFILIÉ;;1020205
102031001;COLLEGE PRIVE LA SOURCE;034 31 315 35;;VELOMALALA RALAIARISOA Solofomandimby;VELOMALALA RALAIARISOA Solofomandimby;10;AILE;;1020301
102031003;LYCEE PRIVE ANGLICAN ALBERT RAKOTO RATSIMAMANGA;034 31 233 30;hobilalainah82@gmail.com;Eklesia Episkopaly Malagasy;RAJAOBELIARISOA Hobilalaina;3;DN/EEM (ANGLICANE);;1020302
102031004;COLLEGE AKANY EZAKA;034 98 004 34;;RAZAFITSALAMA Brigitte;RAZAFITSALAMA Brigitte;11;NON AFFILIÉ;;1020302
102031005;LYCEE PRIVE DES SERAPHINS;034 97 836 47;contact.les.seraphins@gmail.com;RANDRIANASOLO MIANGOLANAVALONA NALISETRA;RASOLOMANANA VOLATIANA ;8;DN/ELM;;1020304
102031006;ECOLE PRIVEE LES AIGLONS;033 20 066 16;;RAHANIRAKA JOHN PATRICK HAJA;RAHANIRAKA JOHN PATRICK HAJA;11;NON AFFILIÉ;;1020302
102031007;LYCEE PRIVE ALPHA SCHOOL;034 90 724 61;;RATOVOHERY JEAN AIME;ANDRIAMIFIDY HARISOA RAYMONDE;10;AILE;;1020301
102031008;LYCEE PRIVE LE JARDIN;034 04 992 27;;RAMALANJAONA Fanjaniaina Velomalalatafika;RAMALANJAONA Fanjaniaina Velomalalatafika;10;AILE;;1020303
102031009;LYCEE PRIVE PARC DES PRINCES PRIVATE INSTITUTE;034 72 634 01;;ANDRY MIRADO Ilo;ANDRIAMANANA Léa Charles;10;AILE;;1020304
102031010;COLLEGE PRIVE LES NOUNOURS;034 03 515 75;;RAZAFINDRATSITA HANTASOA;RAZAFINDRATSITA HANTASOA;10;AILE;;1020304
102031011;LYCEE PRIVE FRISQUETTE;034 61 537 40;;RAKOTOVAOARISOA Haingo Nadia;RAKOTONDRAZAKA  Holy Volatiana  - RAHELIARISOA Hanitriniaina ;11;NON AFFILIÉ;10621429;1020304
102031012;COLLEGE PRIVE CATHOLIQUE BIENHEUREUX JEAN XXIII;034 37 603 79;;DIDEC;RAKOTOVAO BERTHIN;1;DINEC;5001959469;1020304
102031013;ECOLE PRIVEE LE CEDRE;034 79 229 93;;RAHARIMALALA RONDROHARISOA;RAHARIMALALA RONDROHARISOA;11;NON AFFILIÉ;;1020305
102031015;ECOLE PRIVEE CHANTE MATIN;034 71 869 52;;RAZAFIALIVAO SAHOLINIAINA;RAZAFIALIVAO SAHOLINIAINA;11;NON AFFILIÉ;;1020301
102031016;COLLEGE PRIVE HERITAGE;034 62 849 47;;ANDRIANARISOA Tiana Lalao;RASOAMANANA Ketaka Hasina Kantoarifera;10;AILE;5002891574;1020302
102031017;ECOLE PRIVEE MY SCHOOL;034 49 618 08;rojofisandra@gmail.com;RASOAFOZEHENA Onisoa;RAFIDIARINIONY Rojo Fisandratana;11;NON AFFILIÉ;;1020302
102031023;ECOLE PRIVEE ARO SY MANDA;033 19 579 37;;VOAHANGINIRIVO HARILALA LAURENTINE;VOAHANGINIRIVO HARILALA LAURENTINE;11;NON AFFILIÉ;;1020301
102031024;ECOLE PRIVEE NENUPHAR;034 79 133 31;voahiranaramalanjaona@yahoo.fr;RAMALANJAONA Voahirana Faraharisoa;RAMALANJAONA Voahirana Faraharisoa;11;NON AFFILIÉ;;1020304
102031026;LYCEE PRIVE LES NOUNOURS;034 03 515 75;;RAZAFINDRATSITA HANTASOA;RANDRIAMANDIMBISOA NIRINA;10;AILE;;1020304
102031030;ECOLE PRIVEE LA REGNE;034 89 492 03;haryraharima@gmail.com;RAHARIMALALA BERTHINE;RAHARIMALALA BERTHINE;9;SMT/MADAGASCAR;50032844687;1020303
102031031;COLLEGE PRIVE MISCHAEL;033 14 017 33;;RADAVY Joseph;RAVAONARIVO Celestine;10;AILE;5002891574;1020301
102031035;ECOLE PRIVEE ORIM SCHOOL;034 52 448 11;;RAZANATOANINA Lantosoa Norovelo;RAZANATOANINA Lantosoa Norovelo;11;NON AFFILIÉ;;1020301
102031036;L'OASIS;034 68 074 75;mahniry@gmail.com;RAMAROLAHY Maholy Nirilala;RAMAROLAHY Maholy Nirilala;11;NON AFFILIÉ;;1020302
102031038;ASAMA AKANY SANTATRA;032 52 532 99;;ASAMA AKANY SANTATRA;IHANTA-LALAO COLETTE YVONNE CHARLOTTE LILIANE;3;DN/EEM (ANGLICANE);;1020302
102031039;ECOLE PRIVEE SANDRATRA III;033 86 309 02;;RANDRIAMIADANA ANSELME;RANDRIAMIADANA ANSELME;10;AILE;;1020303
102031040;ECOLE PRIVEE L'AVENIR PLUS;034 20 652 59;;ROBINSON Andriamanantena ;ROBINSON Andriamanantena ;11;NON AFFILIÉ;;1020302
102031041;ARC DU MATIN;034 54 421 09;;EGLISE ADVENTISTE DU 7EME JOUR AVARATSENA;RASOANJANAHARY Lova Michèlle;5;DN/ADVENTISTE;;1020304
102031042;PADDY SCHOOL;034 27 176 21;paddyschool17@gmail.com;RAHELIARISOA Fanjanirina ;RAJAONARIVONY Sitraka Tahina;11;NON AFFILIÉ;;1020302
102031045;ECOLE PRIVEE ADVENTISTE ARC DU MATIN;034 54 421 09;;EGLISE ADVENTISTE DU 7EME JOUR AVARATSENA;RASOANJANAHARY Lova Michèlle;5;DN/ADVENTISTE;;1020304
102031046;ECOLE PRIVEE HAPPY FRIENDS;034 08 134 92;fhynan@yahoo.fr;MEKO WAMBO Clarisse Epouse HYNAN;RAHANTAMALALA Holy Arifidy Edwige;11;NON AFFILIÉ;;1020302
102031047;ECOLE PRIVEE MAGELLAN SCHOOL;034 36 321 30;nirinandriambalo@gmail.com;ANDRIAMBALO NIVO NIRINA;RAELIARISON ARIVONY VERO;11;Non affilié;;1020302
102031049;ECOLE PRIVEE TITOUNIS;034 24 322 48;;RAZAFINDRABE Malalatiana Heriarisoa;RAZAFINDRABE Malalatiana Heriarisoa;11;NON AFFILIÉ;;1020302
102040701;SUN SHINE;034 69 790 08;rotkoloina@gmail.com;RAHARINOSY ROTA KOLOINA MIARINTSOA;RAHARINOSY ROTA KOLOINA MIARINTSOA;11;NON AFFILIÉ;;1020407
102041001;LYCEE PRIVE CATHOLIQUE SAINT JEAN AMBOHIJANAKA;;;ECAR  SAINT JEAN;RALALASOA  BRIGITTE;1;DINEC;;1020403
102041002;AKANY LA MARGUERITE MANAMBINA IV;034 15 822 87;liantsourajou@gmail.com;RAZAFITSIFERANA AIMEE RACHEL;RAZAFITSIFERANA MODESTE MICHEL;8;DN/ELM;;1020403
102041003;COLLEGE SAINT JEAN BAPTISTE DE LA SALLE;034 52 096 82;jeanbaptistedelasallemerm@gmail.com;ECAR MERIMANJAKA;RAZAFIARISOA FIDISOA;1;DINEC;;1020406
102041004;ECOLE PRIVEE MAHERY MANJAKA;033 14 153 88;;RANDRIANALISOA VALIHERY;RANDRIANALISOA VALIHERY;11;NON AFFILIÉ;;1020406
102041005;ECOLE PRIVEE FJKM ANGANOMASINA;033 08 154 53;;FJKM ANGANOMASINA;RANDRIAMANATENA FRANCOISE ELISA;2;DN/FJKM;;1020410
102041006;COLLEGE PRIVE SIKAJIN NY MPANABE;033 72 611 30;jonahmarosoaandriatsivoafetra@yahoo.fr;ANDRIATSIVOAFETRA Jonah Marosoa;ANDRIATSIVOAFETRA Jonah Marosoa;8;DN/ELM;;1020410
102041007;COLLEGE PRIVE TANTELY;034 52 472 02;;RAKOTONIARIVO RENE MARCELIN;RAKOTONIARIVO RENE MARCELIN;3;DN/EEM (ANGLICANE);;1020411
102041009;ECOLE PRIVEE AKANY FAMONJENA;034 77 674 33;;RAZANAMPANANA LUCIE;RAZANAMPANANA LUCIE;11;NON AFFILIÉ;;1020410
102041010;ECOLE PRIVEE NY AMBOARA II;034 13 568 96;;RAVAONIRINALISOA MIRANA AIMEE/RAMIANDRISOA HARY;RAVAONIRINALISOA MIRANA AIMEE;10;AILE;;1020405
102041011;LYCEE PRIVE PETER PAN;033 15 215 98;peterpan@malagasy.com;RANDRENJATOVO HARVEL LARDIT Bienvenue;RANDRENJATOVO HARVEL LARDIT Bienvenue;11;NON AFFILIÉ;;1020407
102041013;ECOLE PRIVEE FANILO;034 54 770 50;;RAZAIARISOA MARIE BARILININA ;IHANITRALALAINA NATASAH EVAH;10;AILE;5 002 891 574;1020408
102041014;ECOLE PRIVEE LA COLOMBE;034 26 260 53;;HANITRINIAINA JAONA LAURENCE;HANITRINIAINA JAONA LAURENCE;11;NON AFFILIÉ;;1020403
102041015;ECOLE PRIVEE MON ESPOIR;034 59 798 41;;RANDRIAMIDOSY FRANCOIS EDESE;RANDRIAMIDOSY FRANCOIS EDESE;11;NON AFFILIÉ;;1020407
102041016;ECOLE PRIVEE LA MEILLEURE COLOMBE;034 26 260 53;;HANITRINIAINA JAONA LAURENCE;HANITRINIAINA JAONA LAURENCE;11;NON AFFILIÉ;;1020403
102041017;ECOLE PRIVEE LE TOUT P'TIT;034 38 832 98;;SOLOTIANA RAZANAJATOVO Lucie;MANANIRINA TOVOZARA Rakoto Marcel;11;NON AFFILIÉ;;1020408
102041018;CAP BABY LOU;034 09 393 04;;ANDRIAMBELO MAMPIONONA JOELLE NANOU;ANDRIAMBELO MANPIONONA JOELLE NANOU;11;NON AFFILIÉ;;1020406
102041019;CAP LES REJETONS;034 74 549 77;;TANJONA MORAHARIMANANA;TANJONA MORAHARIMANANA;11;NON AFFILIÉ;;1020401
102041020;AKANY MIKOLO FANANTENANA;034 07 140 19;;EGLISE ADVENTISTE MALAZA;FARANIRINA Rachel;5;DN/ADVENTISTE;;1020405
102041022;ECOLE PRIVEE SAINTE THERESE DE L'ENFANT JESUS;034 35 244 49;;RAOZINIRINA HANITRINIALA MARIE CHANTAL;RAOZINIRINA HANITRINIALA MARIE CHANTAL;1;DINEC;;1020404
102050101;COLLEGE PRIVE LES PETITS GENIES DE MADA;034 77 906 76;;soariharijaona andriamanana erick;RABENARISOA FALY HANANIA;8;DN/ELM;;1020501
102051001;ECOLE PRIVEE CATHOLIQUE SAINT PIERRE CANISIUS;034 75 918 14;;DIDEC;RABENANDRASANA FANIRIHASINA;1;DINEC;50019594669;1020503
102051002;COLLEGE PRIVE LES CHERUBINS;;;RANDRIANARIVELO SOLO JEAN;RANDRIANARIVELO SOLO JEAN;11;NON AFFILIÉ;;1020507
102051004;COLLEGE PRIVE LA RUCHE CPH;;;RAZANAPARANY HERIHASINA;RAHARIMALALA NDRATANA;11;NON AFFILIÉ;;1020507
102051007;COLLEGE PRIVE NY HOAVINTSIKA;034 37 603 40;;RALAITSITIA DUROZIEZ;RALAITSITIA DUROZIEZ;9;SMT/MADAGASCAR;;1020511
102051008;SEKOLY FENOSOA;032 58 492 27;;razoarisoa marie claire;RAZOARISOA MARIE CLAIRE;10;AILE;;1020507
102051009;ECOLE PRIVEE RAVINALA;034 06 485 96;;RAFARAMALALA ELIANE;RAFARAMALALA ELIAN;11;NON AFFILIÉ;;1020507
102051010;LYCEE PRIVE MAMISOA;034 68 137 70;;RAOELISON HANTANIRINA;VOLOLONIRINA JOSIANE;8;DN/ELM;;1020507
102051011;COLLEGE PRIVE CATHOLIQUE SAINTE CECILE;;;EKAR;RAFARALAHISOA MARCEL;1;DINEC;10000700048;1020509
102051012;LYCEE PRIVE MIARA MIRINDRA;034 21 380 90;;RAZAFINTSOA FREDY HERMAN;RAZAFINTSOA FREDY HERMAN;11;NON AFFILIÉ;;1020509
102051013;COLLEGE PRIVE LOVASOA;034 64 795 55;;ANDRIANARISO FETRA ;ANDRIANARISON FETRA;8;DN/ELM;;1020509
102051014;COLLEGE PRIVE BEL AVENIR;;;RAZAFINDRAMANANA PAULINE;RASOAMANANTSOA JEANNE;8;DN/ELM;;1020509
102051015;COLLEGE PRIVE BAMBINETTE EX LES POUPONS;;;RAKOTONANAHARY CLAIRE MARIE;ANDRIAMANAMPISOA MANITRA;10;AILE;;1020509
102051016;ECOLE PRIVEE ADVENTISTE TSARARAY;033 62 233 07;;EGLISE ADVENTISTE;RANDRIANOMANANA LANJA;5;DN/ADVENTISTE;;1020509
102051017;ECOLE PRIVEE FJKM FANANTENANA TANGAINA;034 40 874 87;;FJKM TANGAINA FANANTENANA;RANDRIANARISOA SEDINIRINA;2;DN/FJKM;;1020509
102051018;ECOLE PRIVEE CHARMY;034 78 675 00;;RAPARIVO HANTAMALALA;RAPARIVO HANTAMALALA;8;DN/ELM;;1020509
102051019;ECOLE PRIVEE JESOSY MAMONJY;034 80 159 94;;FIANGONANA JESOSY MAMONJY;RAVELONJANAHARY HARINIAINA;8;DN/ELM;;1020509
102051020;ECOLE PRIVEE ADVENTISTE AVARATETEZANA;034 17 283 17;;EGLISE ADVENTISTE;MBAHINIARISON BALISAMA;5;DN/ADVENTISTE;;1020510
102051021;LYCEE PRIVE NY LOHARANO;034 84 289 89;;RAKOTOARIJAONA;RATEFIARIJAONA SETH;10;AILE;;1020510
102051022;LYCEE PRIVE MAMPITASOA;033 12 377 43;;RANDRIAMBOLOLONA ANDRIAMALALA;RANDRIAMBOLOLONA ANDRIAMALALA;10;AILE;;1020510
102051023;ECOLE PRIVEE LES PETITS PRINCES;034 99 365 68;;RAMILISON FALY HERY;RAMILISON FALY HERY;11;NON AFFILIÉ;;1020510
102051024;COLLEGE PRIVE LES JOYEUX CARILLONS;033 76 309 77;;ROBIJAONA ROME YVON;ROBIJAONA ROME YVON;11;NON AFFILIÉ;;1020510
102051025;ECOLE PRIVEE LES MOISSONS;034 17 984 84;;RAKOTOMALALA BENJA;RAKOTOMALALA BENJA;8;DN/ELM;;1020511
102051026;COLLEGE PRIVE LE PETUNIA;034 37 987 43;;RALINOMENJANAHARY OLIVA;RALINOMENJAJAHARY OLIVA;8;DN/ELM;;1020511
102051027;ECOLE PRIVEE CATHOLIQUE FO MASIN I JESOA;034 76 116 36;;EKAR FALIARIVO;HANITRINIAINA MAMISOA DOMOINA;1;DINEC;5001959469;1020511
102051029;LYCEE PRIVE MON VERGER;032 07 556 20;;RAHANTARISOA JULIENNE;RAHANTARISOA JULIENNE;10;AILE;;1020512
102051030;COLLEGE PRIVE TRESOR DES PETITS;033 24 952 40;;RAMAROKOTO SAHONDRAVOLOLONA;RAMAROKOTO SAHONDRAVOLOLONA;8;DN/ELM;;1020512
102051031;ECOLE PRIVEE KATOLIKA MASINDAHY NICOLAS;034 36 178 44;;DIDEC;RAKOTOARISOA CLAUDIA;1;DINEC;5001959469;1020512
102051032;LYCEE PRIVE ARCADE VII;034 99 753 27;;RATOEJANAHARY BRUNO;RAKOTONDRANOSY SOLO;11;NON AFFILIÉ;;1020509
102051033;LYCEE PRIVE IMAHATSARA;034 81 843 24;;RAVELOMANANTSOA SOLOFONIRINA;RAVELOMANANTSOA SOLOFONIRINA;8;DN/ELM;;1020511
102051034;ECOLE PRIVEE LA JOLIE COLOMBE;034 28 817 55;;;RAVOLOLONIAINA NOROSOA;11;NON AFFILIÉ;;1020501
102051035;LYCEE PRIVE SUN BEAM;034 03 661 77;;RAKOTOSON JEAN BAPTISTE;RANDRIANADAORO PIERRE;8;DN/ELM;;1020508
102051036;LYCEE PRIVE NOMENA TAFAMPI;034 40 065 71;;RAZAFINDRAZAKA T HENRIETTE;MANDIMBIARISOA TSILAVINA;11;NON AFFILIÉ;;1020507
102051037;ECOLE PRIVEE LA MAISON DE L'ALLIANCE;034 81 106 82;;RAHARISON WILFRIDA;RAHARISON WILFRIDA;10;AILE;;1020509
102051038;INSTITUT D'ENSEIGNEMENT SECONDAIRE ACEEM;034 49 557 71;;RAKOTOARINIA RATREMA;RANJALAHY SIMON;7;DN/EPM;3000490600;1020510
102051039;LYCEE PRIVE LES PETITS LAUREATS;033 02 202 41;;RAKOTOARISON FARANIAINA LYDIA;NIRY LANTO RASOAHELINORO HANITRINIAINA;10;AILE;;1020503
102051040;ECOLE PRIVEE 3S EVEILS;034 07 179 54;;RAKOTOMALALA VAOARISOA;RAZAFIMBELO RAOELIARISOA;9;SMT/MADAGASCAR;;1020509
102051041;ECOLE PRIVEE KANGOUROU;033 08 023 92;;ANDRIANTSEHENO BAHOLY;ANDRIANTSEHENO BAHOLY;10;AILE;;1020511
102051042;ECOLE PRIVEE LE GOELAND;033 02 015 96;;HOLIARISOA WILLYANE;RAHELISON NOELLA;9;SMT/MADAGASCAR;;1020510
102051043;ECOLE PRIVEE ASMYNAH;034 67 060 33;;RATOMPOHARIVONY CHRISTIANE;RATOMPOHARIVONY CHRISTIANE;11;NON AFFILIÉ;;1020505
102051044;ECOLE PRIVEE LES PAPINOUCHS;032 40 044 59;;RAKOTOARIVELO MATHIEU;RAKOTOARIVELO MATHIEU;10;AILE;5002891574;1020512
102051045;ECOLE PRIVEE CATHOLIQUE MASIMBAVY TEREZIN'I JESOA ZAZAKELY;034 05 350 48;;ECAR MASIMBAVY TERESIN I JESOA ZAZAKELY;RASOANIRINA PERPETUE;1;DINEC;500195469;1020513
102051046;ECOLE PRIVEE PAS A PAS;034 09 238 23;;OLIHARISOA ANDRIAMANALINA;OLIHARISOA ANDRIAMANALINA;10;AILE;;1020510
102051047;ECOLE PRIVEE FRIJOLITO;033 78 093 79;;RAZANADRAFARA VOLAHANTA;RAZANADRAFARA VOLAHANTA;9;SMT/MADAGASCAR;;1020511
102051048;COLLEGE PRIVE LA VOIX DU BERGER;033 83 706 34;;RAKOTOARISOA TOVONIAINA;RANDRIAMANANTENA LALASOA;10;AILE;;1020505
102051049;ECOLE PRIVEE LUMIERE DE L'ESPOIR;033 02 680 35;;RAMINOARISOA EMILIENNE;RAMINOARISOA ELIENNE;10;AILE;;1020507
102051051;GRAPEVINE CHRISTIAN SCHOOL;034 15 001 23;;TOJONIAINA RAZAFIMAHATRATRA;TOJONIAINA RAZAFIMAHATRATRA;11;NON AFFILIÉ;;1020507
102051052;BISOUNOURS;;;RANDRIANARIVELO SOLO JEAN;RANDRIANAIVELO SOLO JEAN;11;NON AFFILIÉ;;1020507
102051053;COLLEGE PRIVE BAMBINI SCHOOL;032 50 482 14;;RAHANISOAMBOLAMANANA NAHITRA;RAHANISOAMBOLAMANANA HANITRA;9;SMT/MADAGASCAR;;1020510
102051054;COLLEGE PRIVE LE BON BERGER II;034 94 008 86;;LALAOVOLA LANTONIAINA ARIMANANA;RAKOTOSON MAMINIAINA HERY;11;NON AFFILIÉ;;1020512
102051056;ECOLE PRIVEE LE ROCHER;034 01 925 19;;RABEMANAJARA CLESTINE;RABEMANANJARA CELESTINE;11;NON AFFILIÉ;;1020507
102051058;ECOLE PRIVEE NOE;034 97 138 36;;RAHARIMALALA VIVIANE;RAHARIMALALA VIVIANE;11;NON AFFILIÉ;;1020511
102060201;ECOLE PRIVEE DIADEMA;034 76 080 80;irinahraz@gmail.com;RAZANAJAONA ADELE;RABETSIMBA BAKO MAMITIANA;9;SMT/MADAGASCAR;;1020602
102060202;ECOLE PRIVEE MISERICORDIEUSE;034 02 293 64;;RAVELOJAONA CHISTIAN ETIENNE;REVELOJAONA CHRISTIAN ETIENNE;11;NON AFFILIÉ;;1020602
102061001;COLLEGE PRIVE LA CIGOGNE;034 93 698 76;;ANDRIAMIAFARA FRNCIA DOLORES;ANDRIAMIAFARA FRANCIA DOLORES;11;NON AFFILIÉ;;1020601
102061003;ECOLE PRIVEE CATHOLIQUE MASIMBAVY THERESE KELY;034 33 515 20;;CARMEL SAINT JOSEPH;Sœur RAVAOARIMALALA Marie Thèrèse;1;DINEC;100070048;1020601
102061005;LYCEE PRIVE CATHOLIQUE SAINT PIERRE MALAZA;034 01 442 23;;;SOUER HANTANIRINA LEONCE MARIE;1;DINEC;;1020602
102061006;COLLEGE PRIVE LES LAPEREAUX;033 11 431 59;;ANDRIANTSITOMANARIVOMANJAKA RASAMPELINA NAINA;ROBINSON MIREILLE HANTANIRINA;10;AILE;;1020602
102061010;INSTITUT D'ENSEIGNEMENT GENERAL;034 51 692 58;;RATSIMBAZAFY VONINOLIVA BERTHIEU HERMANN;RAJAONARIVELO JOSE ALAIAN;11;NON AFFILIÉ;;1020606
102061011;ECOLE PRIVEE MON TRESOR;034 41 502 74;;RANDRIAMBOLOLONA ZO ANJARA SITRAKA;ANDRIAMBOLOLONA ZO ANJARA SITRAKA;10;AILE;;1020602
102061013;ECOLE PRIVEE NY AMBOARA;034 83 394 05;;RASOAMALALA ADELINA;RASOAMALALA ADELINA;10;AILE;;1020602
102061014;COLLEGE PRIVE LES MEILLEURS;033 03 897 98;;ROGER TATIENNE ELISA;ROGER TATIENNE ELISA;11;NON AFFILIÉ;;1020602
102061017;LYCEE PRIVE LA SOURCE CLAIRE;032 02 147 76;;RAKOTOHARISEHENO RASOARIMANANA;RAKOTOHARISEHENO RASOARIMANANA;8;DN/ELM;;1020602
102061018;LYCEE PRIVE LA MARMAILLE;032 45 482 43;;RAZAFINTSALAMA SYLVAIN;RARIJAONA CLAUDE;8;DN/ELM;;1020603
102061019;COLLEGE PRIVE CATHOLIQUE SAINT LOUIS DE GONZAGUE;;;E.C.A.R;VOLOLONIAINA KAZY ESTELLA;1;DINEC;;1020604
